Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
ตรวจ หวย 1 กุมภาพันธ์ 2568,1,1,50,58,0.00,https://news.sanook.com/lotto/check/01022568/,12,0.09,0.00,0,1510000,"[0,0,0,5,100,5,5,5,5,5,5,5]",2025-12-11,"Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
ตรวจ หวย 16 กันยายน 2567,1,1,50,35,0.00,https://news.sanook.com/lotto/check/16092567/,12,0.09,0.00,0,743000,"[5,43,5,10,5,43,5,5,5,5,5,5]",2025-12-14,"Video, Image, People also ask, Related searches","commercial, informational",Organic
ตรวจหวย 1 พย 67,1,1,50,42,0.00,https://news.sanook.com/lotto/check/01112567/,12,0.09,0.00,0,6820000,"[0,4,100,4,4,0,4,0,0,0,0,0]",2025-10-24,"Video, Video Carousel, Related searches","commercial, informational",Organic
ตรวจ หวย 17 มกราคม 2568,1,1,50,40,0.00,https://news.sanook.com/lotto/check/17012568/,12,0.09,0.00,0,1040000,"[0,0,0,100,4,4,4,4,4,4,0,4]",2025-11-28,"Video, Image, People also ask, Related searches, Short videos",informational,Organic
ตรวจ หวย 16 มีนาคม 2568,1,1,50,33,0.00,https://news.sanook.com/lotto/check/16032568/,12,0.09,0.00,0,1220000,"[0,0,0,0,6,100,4,4,4,4,4,4]",2025-12-11,"Video, Image, People also ask, Related searches",informational,Organic
สลาก กิน,1,1,50,77,0.00,https://news.sanook.com/lotto/,12,0.09,0.00,0,83,"[50,64,35,35,35,35,14,35,21,7,50,50]",2025-09-12,"Image pack, Sitelinks, Video, Related searches",informational,Organic
ตรวจหวย 1 เมษายน 2568,4,4,1000,68,0.00,https://news.sanook.com/lotto/check/17012567/,11,0.09,0.00,0,1800000,"[100,0,0,0]",2025-09-24,"Video, Featured snippet, Image, Video Carousel, People also ask, Related searches",informational,People also ask
หวย ไ ท ย รัฐ,5,5,590,79,0.00,https://news.sanook.com/lotto/archive/,11,0.09,0.00,0,16300000,"[67,54,54,54,54,67,54,54,54,100,100,19]",2025-10-02,"Top stories, Sitelinks, Video, Image, Video Carousel, Related searches",informational,Organic
ตรวจ หวย 2 มกราคม 2568,2,2,90,23,0.00,https://news.sanook.com/lotto/check/02012568/,11,0.09,0.00,0,2300000,"[0,0,2,100,2,5,2,2,2,2,2,2]",2025-12-14,"Video, Featured snippet, Image, People also ask, Related searches",informational,Organic
ตรวจหวยวันนี้,5,5,260,82,0.00,https://news.sanook.com/lotto/check/16122568/,11,0.09,0.00,0,40300000,"[4,3,5,8,5,4,0,3,4,5,2,100]",2025-12-14,"Sitelinks, Video, Related searches",navigational,Organic
ผล หวย,1,1,40,16,0.00,https://news.sanook.com/lotto/,9,0.07,0.00,0,10,"[11,11,11,11,11,11,11,64,64,11,11,11]",2025-11-13,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches","informational, transactional",Organic
ตรวจหวยรัฐบาล,1,1,40,77,0.00,https://news.sanook.com/lotto/,9,0.07,0.00,0,6520000,"[11,11,11,11,11,64,100,11,11,0,0,0]",2025-12-11,"Sitelinks, Video, Related searches",navigational,Organic
สลาก ย้อน หลัง,1,1,40,63,0.00,https://news.sanook.com/lotto/archive/,9,0.07,0.00,0,2510000,"[11,52,11,52,100,11,11,11,11,11,11,11]",2025-12-11,"Sitelinks, Video, Related searches","commercial, informational",Organic
ตรวจหวย16มีนาคม2568,1,1,40,36,0.00,https://news.sanook.com/lotto/check/16032568/,9,0.07,0.00,0,1220000,"[0,0,0,0,10,100,0,5,0,0,0,0]",2025-12-11,"Video, Image, People also ask, Related searches",informational,Organic
ตรวจ หวย รัฐบาล,1,1,40,75,0.00,https://news.sanook.com/lotto/,9,0.07,0.00,0,6520000,"[18,18,18,18,18,100,100,18,18,18,18,18]",2025-12-11,"Sitelinks, Video, Related searches",navigational,Organic
ตรวจ หวย 16 ตุลาคม 2567,1,1,40,7,0.00,https://news.sanook.com/lotto/check/16102567/,9,0.07,0.00,0,9,"[0,100,19,19,9,9,19,9,9,9,9,9]",2025-11-13,"Image pack, Video, Related searches",informational,Organic
ตรวจ หวย งวด นี้,1,1,40,78,0.00,https://news.sanook.com/lotto/,9,0.07,0.00,0,5750000,"[41,23,52,100,11,11,11,11,11,11,11,11]",2025-11-28,"Top stories, Sitelinks, Video, Related searches",navigational,Organic
ล็ อ ต ตา รี่,1,1,40,76,0.00,https://news.sanook.com/lotto/,9,0.07,0.00,0,21900000,"[18,18,18,18,100,100,18,100,18,18,18,18]",2025-12-19,"Sitelinks, Video, Related searches","commercial, informational",Organic
ตรวจหวย1กรกฎาคม2567,1,1,40,49,0.00,https://news.sanook.com/lotto/check/01072567/,9,0.07,0.00,0,1200000,"[100,5,5,5,5,5,5,5,5,0,0,0]",2025-09-12,"Image pack, Video, People also ask, Related searches",informational,Organic
ตรวจหวยย้อนหลัง,7,7,320,71,0.00,https://news.sanook.com/lotto/lotto-stats/daily/mon/10/,9,0.07,0.00,0,8810000,"[44,36,67,44,5,100,54,44,0,0,1,19]",2025-12-28,"Video, People also ask, Related searches",informational,Organic
ตรวจหวย1ตุลาคม2567,1,1,40,15,0.00,https://news.sanook.com/lotto/check/01102567/,9,0.07,0.00,0,1210000,"[0,0,2,100,5,5,5,5,5,0,2,0]",2025-09-11,"Image pack, Video, People also ask, Related searches","commercial, informational",Organic
ตรวจหวย1พฤศจิกายน2567,2,2,70,49,0.00,https://news.sanook.com/lotto/check/01112567/,9,0.07,0.00,0,895000,"[35,0,0,6,100,4,4,4,4,0,0,0]",2025-09-07,"Image pack, Video, People also ask, Related searches",informational,Organic
ผล การ ออก รางวัล สลากกินแบ่ง รัฐบาล,1,1,40,78,0.00,https://news.sanook.com/lotto/,9,0.07,0.00,0,2450000,"[14,100,100,14,14,14,14,14,14,0,14,14]",2025-12-11,"Sitelinks, Video, Image, Related searches",informational,Organic
ตรวจหวย 1 เมษายน 2568,4,4,1000,68,0.00,https://news.sanook.com/lotto/check/30122566/,9,0.07,0.00,0,1800000,"[100,0,0,0]",2025-09-24,"Video, Featured snippet, Image, Video Carousel, People also ask, Related searches",informational,People also ask
ตรวจหวย1มิถุนายน2568,13,13,1000,28,0.00,https://news.sanook.com/lotto/archive/,9,0.07,0.00,0,1920000,"[100,0]",2025-09-26,"Video, Featured snippet",informational,Organic
ต ตรวจ หวย,1,1,40,76,0.00,https://news.sanook.com/lotto/,9,0.07,0.00,0,25200000,"[100,11,0,64,23,11,11,0,11,11,11,0]",2025-12-11,"Sitelinks, Video, Related searches",navigational,Organic
ตรวจ หวย 16 มีนาคม 2566 ไทยรัฐ,2,2,70,26,0.00,https://news.sanook.com/lotto/check/16032566/,9,0.07,0.00,0,10,"[4,4,29,4,4,4,100,4,4,4,4,4]",2025-11-16,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
ผลหวย,1,1,40,79,0.00,https://news.sanook.com/lotto/,9,0.07,0.00,0,46400000,"[9,9,9,9,9,9,9,100,80,0,0,0]",2025-10-27,"Sitelinks, Video, Video Carousel, Related searches",navigational,Organic
ผลสลากรัฐบาล,5,5,210,82,0.00,https://news.sanook.com/lotto/archive/,9,0.07,0.00,0,3100000,"[20,20,11,20,8,16,31,0,0,0,0,0]",2025-11-10,"Sitelinks, Video, Related searches",informational,Organic
สลากกินแบ่ง รัฐบาล งวด ล่าสุด,4,4,140,82,0.00,https://news.sanook.com/lotto/archive/,9,0.07,0.00,0,2290000,"[80,100,80,100,52,52,52,42,42,42,100,66]",2025-09-10,"Top stories, Image pack, Sitelinks, Video, People also ask, Related searches",navigational,Organic
ตรวจ หวย 16 กุมภาพันธ์ 2567,1,1,40,16,0.00,https://news.sanook.com/lotto/check/16022567/,9,0.07,0.00,0,581000,"[14,100,14,14,100,64,14,14,0,14,14,0]",2025-11-28,"Video, Image, People also ask, Related searches","commercial, informational",Organic
ผล ตรวจ สลากกินแบ่ง รัฐบาล,1,1,40,75,0.00,https://news.sanook.com/lotto/,9,0.07,0.00,0,3210000,"[11,11,11,23,100,23,11,11,11,11,11,11]",2025-11-16,"Sitelinks, Video",informational,Organic
สลากกินแบ่ง-รัฐบาล,1,1,40,80,0.00,https://news.sanook.com/lotto/,9,0.07,0.00,0,0,"[0,36,0,0,0,0,0,0,0,0,0,0]",2025-11-20,"Knowledge panel, Sitelinks, Video, Related searches",informational,Organic
ป ล หวย,4,4,110,78,0.00,https://news.sanook.com/lotto/archive/,7,0.05,0.00,0,43400000,"[100,100,78,78,64,64,100,64,78,78,100,0]",2025-09-10,"Top stories, Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
หวยชัวร์ 100,16,16,1900,64,0.00,https://news.sanook.com/lotto/lotto-stats/daily/,7,0.05,0.00,0,3,"[0,0,0,100,54,0,0,0,0,0,0,0]",2025-11-25,"Sitelinks, Related searches","commercial, informational",Organic
ตรวจหวยวันนี้,7,7,260,82,0.00,https://news.sanook.com/lotto/archive/,7,0.05,0.00,0,40300000,"[4,3,5,8,5,4,0,3,4,5,2,100]",2025-12-14,"Sitelinks, Video, Related searches",navigational,Organic
หวย ชัวร์ 100,11,11,480,57,0.00,https://news.sanook.com/lotto/lotto-stats/,6,0.04,0.00,0,4030000,"[0,0,0,3,100,0,0,0,0,0,0,0]",2025-12-20,"Sitelinks, Related searches","commercial, informational",Organic
ตรวจสลากกินแบ่ง,8,8,260,81,0.00,https://news.sanook.com/lotto/archive/,6,0.04,0.00,0.33,3620000,"[0,0,0,0,0,100,0,0,0,0,0,0]",2025-12-27,"Sitelinks, Video, Related searches","commercial, informational",Organic
ตรวจ หวย วัน ที่ 16,2,2,50,61,0.00,https://news.sanook.com/lotto/,6,0.04,0.00,0,21500000,"[11,52,64,100,11,41,11,11,11,11,11,11]",2025-12-01,"Image pack, Video, Related searches","informational, transactional",Organic
สลากกินแบ่ง รัฐบาล,2,2,260,93,0.00,https://news.sanook.com/lotto/,6,0.04,0.00,0,4080000,"[0,0,0,0,0,0,20,8,13,45,62,20]",2025-09-10,"Knowledge panel, Image pack, Sitelinks, Video, Related searches",navigational,Organic
ตรวจ สลากกินแบ่ง รัฐบาล,8,8,260,77,0.00,https://news.sanook.com/lotto/archive/,6,0.04,0.00,0,3650000,"[7,21,14,9,11,17,48,11,48,39,32,26]",2025-12-25,"Sitelinks, Video, Related searches",informational,Organic
ผล สลาก รัฐบาล,7,7,210,79,0.00,https://news.sanook.com/lotto/archive/,6,0.04,0.00,0,2460000,"[35,35,35,28,28,28,35,28,35,23,100,66]",2025-09-08,"Image pack, Sitelinks, Video, Related searches",informational,Organic
ตรวจ สลาก รัฐบาล,7,7,210,79,0.00,https://news.sanook.com/lotto/archive/,6,0.04,0.00,0,77,"[28,35,28,28,28,28,28,28,23,23,100,100]",2025-09-08,"Image pack, Sitelinks, Video, Related searches",informational,Organic
สลาก กินแบ่งรัฐบาล,12,12,720,82,0.00,https://news.sanook.com/lotto/archive/,5,0.04,0.00,0,3900000,"[31,16,46,8,68,68,68,68,52,0,0,0]",2025-11-28,"Sitelinks, Video, Related searches, See results about","commercial, informational",Organic
ตรวจหวย 2 มกราคม 2568,2,2,40,22,0.00,https://news.sanook.com/lotto/check/02012568/,5,0.04,0.00,0,2280000,"[0,0,2,100,5,5,0,7,0,0,0,0]",2025-12-11,"Video, Featured snippet, Image, Related searches",informational,Organic
เลข ที่ ออก,2,2,40,76,0.00,https://news.sanook.com/lotto/,5,0.04,0.00,0,45700000,"[5,1,6,8,18,5,1,3,3,18,3,3]",2025-11-06,"Sitelinks, Video, Related searches","commercial, informational",Organic
ตรวจหวย 1 เมษายน 2568,8,8,1000,68,0.00,https://news.sanook.com/lotto/,5,0.04,0.00,0,1800000,"[100,0,0,0]",2025-09-24,"Video, Featured snippet, Image, Video Carousel, People also ask, Related searches",informational,Organic
ตรวจหวย 16 เมษายน 2568,8,8,880,45,0.00,https://news.sanook.com/lotto/check/16082567/,5,0.04,0.00,0,1310000,"[100,0,0,0,0,0]",2025-12-20,"Video, Featured snippet, Image, People also ask, Related searches",informational,People also ask
หวยออกอะไร,7,7,170,78,0.00,https://news.sanook.com/lotto/archive/,5,0.04,0.00,0,47100000,"[54,43,43,100,54,66,2,43,0,0,14,0]",2025-11-27,"Sitelinks, Video, Related searches",navigational,Organic
ผล หวย ย้อน หลัง,2,2,40,66,0.00,https://news.sanook.com/lotto/archive/,5,0.04,0.00,0,18400000,"[11,11,100,23,11,64,11,11,11,11,11,11]",2025-11-28,"Sitelinks, Video, Image, Related searches","commercial, informational",Organic
หวย,10,10,1900,87,0.00,https://news.sanook.com/lotto/lotto-stats/yearly/,5,0.04,0.00,0,42900000,"[65,55,55,65,55,65,82,65,65,55,55,55]",2025-12-18,"Top stories, Sitelinks, Video, People also ask, Related searches, See results about",informational,Organic
สถิติ หวย ย้อน หลัง,3,3,50,63,0.00,https://news.sanook.com/lotto/archive/,4,0.03,0.00,0,3270000,"[11,100,41,11,64,11,11,11,11,11,11,64]",2025-12-11,"Sitelinks, Video, Related searches","commercial, informational",Organic
ตรวจ หวย ย้อน หลัง,7,7,140,68,0.00,https://news.sanook.com/lotto/lotto-stats/daily/,4,0.03,0.00,0,9260000,"[34,21,34,34,34,34,34,34,100,100,43,34]",2025-10-24,Related searches,"commercial, informational",Organic
ตรวจหวย,24,24,2900,82,0.00,https://news.sanook.com/lotto/archive/page/61/,4,0.03,0.00,0,39800000,"[16,13,19,19,19,3,44,29,3,2,0,10]",2025-12-27,"Sitelinks, Video, Related searches",informational,Organic
ตรวจ หวย วัน ที่ 16,3,3,50,61,0.00,https://news.sanook.com/lotto/archive/,4,0.03,0.00,0,21500000,"[11,52,64,100,11,41,11,11,11,11,11,11]",2025-12-01,"Image pack, Video, Related searches","informational, transactional",Organic
หวยไทยรัฐ,13,13,480,25,0.00,https://news.sanook.com/lotto/archive/,4,0.03,0.00,0,7990000,"[72,59,59,72,72,72,72,59,59,2,2,1]",2025-09-09,"Image pack, Sitelinks, Video, Related searches","informational, transactional",Organic
ตรวจ หวย 1 ตุลาคม 2567,4,4,70,16,0.00,https://news.sanook.com/lotto/archive/,4,0.03,0.00,0,1700000,"[17,100,43,5,5,5,10,5,5,5,5,5]",2025-11-16,"Video, People also ask, Related searches",informational,Organic
ตรวจ สลากกินแบ่งรัฐบาล,8,8,170,81,0.00,https://news.sanook.com/lotto/archive/,4,0.03,0.00,0,3490000,"[36,44,23,44,15,36,12,0,0,0,0,0]",2025-10-26,"Sitelinks, Video, People also ask, Related searches",informational,Organic
ตรวจหวยวัน นี้,1,1,70,81,0.00,https://news.sanook.com/lotto/,4,0.03,0.00,0,41700000,"[64,35,64,64,64,64,0,100,100,0,0,0]",2025-11-29,"Top stories, Sitelinks, Video, Image, Related searches",navigational,Organic
สลากกินแบ่งรัฐบาลงวดล่าสุด,8,8,170,79,0.00,https://news.sanook.com/lotto/archive/,4,0.03,0.00,0,2520000,"[54,54,54,54,35,11,18,18,8,5,0,18]",2025-12-27,"Sitelinks, Video, Related searches","commercial, informational",Organic
หวย ชัวร์ 100,13,13,480,57,0.00,https://news.sanook.com/lotto/,3,0.02,0.00,0,4030000,"[0,0,0,3,100,0,0,0,0,0,0,0]",2025-12-20,"Sitelinks, Related searches","commercial, informational",Organic
ตรวจ หวย ย้อน หลัง,10,10,140,68,0.00,https://news.sanook.com/lotto/archive/page/88/,3,0.02,0.00,0,9260000,"[34,21,34,34,34,34,34,34,100,100,43,34]",2025-10-24,Related searches,"commercial, informational",Organic
สถิติ หวย,4,4,50,65,0.00,https://news.sanook.com/lotto/lotto-stats/,3,0.02,0.00,0,25600000,"[7,19,26,26,19,19,15,19,26,26,26,26]",2025-12-11,"Sitelinks, Video, Related searches","commercial, informational",Organic
หวยออกวันไหน,3,3,40,59,0.00,https://news.sanook.com/lotto/,3,0.02,0.00,0.33,36100000,"[14,14,100,9,9,66,9,0,0,0,0,9]",2025-12-25,"Sitelinks, Video, Featured snippet, People also ask, Related searches",informational,Organic
lottery thai check,5,5,70,67,0.00,https://news.sanook.com/lotto/,3,0.02,0.00,0,8,"[10,28,5,66,5,53,5,5,5,5,5,5]",2025-11-25,"Image pack, Sitelinks, Video, Image, Related searches","commercial, informational",Organic
หวย ออก ล่าสุด,4,4,50,82,0.00,https://news.sanook.com/lotto/archive/,3,0.02,0.00,0,39400000,"[100,14,50,78,50,14,14,14,14,78,14,14]",2025-11-28,"Sitelinks, Video, People also ask, Related searches",informational,Organic
หวยออก,18,18,1000,80,0.00,https://news.sanook.com/lotto/lotto-stats/,3,0.02,0.00,0,44800000,"[20,20,27,36,20,24,20,10,100,16,100,0]",2025-12-12,"Sitelinks, Video, Related searches",informational,Organic
หวย วันนี้,1,1,70,84,0.00,https://news.sanook.com/lotto/,3,0.02,0.00,0,43700000,"[52,33,80,100,52,80,4,0,0,0,0,0]",2025-11-29,"Top stories, Sitelinks, Video, Related searches","commercial, informational",Organic
ตรวจ หวย ย้อน หลัง 10 ปี,3,3,40,61,0.00,https://news.sanook.com/lotto/lotto-stats/daily/,3,0.02,0.00,0,7310000,"[14,100,14,100,14,14,14,14,14,14,14,14]",2025-12-11,"Sitelinks, Video, People also ask, Related searches","commercial, informational",Organic
สถิติหวย,4,4,50,67,0.00,https://news.sanook.com/lotto/lotto-stats/yearly/,3,0.02,0.00,0,19500000,"[0,3,3,7,3,2,0,0,0,0,0,0]",2025-12-20,"Sitelinks, Video, Related searches","commercial, informational",Organic
ตรวจหวย 1 พย 67,4,4,50,42,0.00,https://news.sanook.com/lotto/archive/,3,0.02,0.00,0,6820000,"[0,4,100,4,4,0,4,0,0,0,0,0]",2025-10-24,"Video, Video Carousel, Related searches","commercial, informational",Organic
ตรวจ หวย 16 มีนาคม 2568,4,4,50,33,0.00,https://news.sanook.com/lotto/archive/page/70/,3,0.02,0.00,0,1220000,"[0,0,0,0,6,100,4,4,4,4,4,4]",2025-12-11,"Video, Image, People also ask, Related searches",informational,Organic
ลอตเตอรี่ ออ น ไล,3,3,40,83,0.00,https://news.sanook.com/lotto/,3,0.02,0.00,0.06,6310000,"[11,11,23,100,11,11,11,11,11,11,11,11]",2025-12-16,"Sitelinks, Video, Image, People also ask, Related searches","commercial, informational",Organic
ตรวจ หวย ย้อน หลัง 5 ปี,3,3,40,63,0.00,https://news.sanook.com/lotto/lotto-stats/daily/sun/5/,3,0.02,0.00,0,8780000,"[100,0,64,11,11,23,11,11,11,11,11,11]",2025-11-28,"Sitelinks, Video, Related searches","commercial, informational",Organic
